ID,YEAR,MONTH,DAY,PRCP,SNWD,TAVG,TMAX,TMIN,TOBS,WESD
USS0019L40S,1990,8,1,,,216.0,216.0,216.0,216.0,
USS0019L40S,1990,8,10,,,161.0,247.0,79.0,103.0,
USS0019L40S,1990,8,11,,,162.0,244.0,92.0,88.0,
USS0019L40S,1990,8,12,,,158.0,255.0,83.0,95.0,
USS0019L40S,1990,8,13,,,158.0,261.0,92.0,106.0,
USS0019L40S,1990,8,14,,,143.0,241.0,93.0,107.0,
USS0019L40S,1990,8,15,,,140.0,216.0,81.0,72.0,
USS0019L40S,1990,8,16,,,123.0,199.0,44.0,73.0,
USS0019L40S,1990,8,17,,,112.0,188.0,66.0,60.0,
USS0019L40S,1990,8,18,,,72.0,125.0,13.0,18.0,
USS0019L40S,1990,8,19,,,34.0,125.0,-8.0,-11.0,
USS0019L40S,1990,8,2,,,167.0,244.0,104.0,99.0,
USS0019L40S,1990,8,20,,,51.0,132.0,-15.0,6.0,
USS0019L40S,1990,8,21,,,72.0,155.0,-1.0,38.0,
USS0019L40S,1990,8,22,,,106.0,185.0,27.0,61.0,
USS0019L40S,1990,8,23,,,119.0,224.0,43.0,75.0,
USS0019L40S,1990,8,24,,,100.0,165.0,57.0,38.0,
USS0019L40S,1990,8,25,,,74.0,150.0,15.0,19.0,
USS0019L40S,1990,8,26,,,79.0,170.0,2.0,26.0,
USS0019L40S,1990,8,27,,,104.0,213.0,13.0,52.0,
USS0019L40S,1990,8,28,,,125.0,231.0,41.0,101.0,
USS0019L40S,1990,8,29,,,144.0,214.0,79.0,93.0,
USS0019L40S,1990,8,3,,,162.0,265.0,89.0,111.0,
USS0019L40S,1990,8,30,,,126.0,199.0,60.0,48.0,
USS0019L40S,1990,8,31,,,116.0,209.0,35.0,70.0,
USS0019L40S,1990,8,4,,,167.0,269.0,100.0,114.0,
USS0019L40S,1990,8,5,,,170.0,274.0,110.0,131.0,
USS0019L40S,1990,8,6,,,179.0,257.0,115.0,147.0,
USS0019L40S,1990,8,7,,,174.0,261.0,128.0,125.0,
USS0019L40S,1990,8,8,,,148.0,237.0,100.0,99.0,
USS0019L40S,1990,8,9,,,149.0,250.0,86.0,96.0,
USS0019L40S,1990,9,1,,,134.0,231.0,58.0,64.0,-9999.0
USS0019L40S,1990,9,10,,,165.0,265.0,89.0,90.0,-9999.0
USS0019L40S,1990,9,11,,,161.0,262.0,86.0,119.0,-9999.0
USS0019L40S,1990,9,12,,,166.0,245.0,99.0,83.0,-9999.0
USS0019L40S,1990,9,13,,,145.0,238.0,61.0,105.0,-9999.0
USS0019L40S,1990,9,14,,,132.0,203.0,90.0,91.0,-9999.0
USS0019L40S,1990,9,15,,,113.0,188.0,34.0,23.0,-9999.0
USS0019L40S,1990,9,16,,,86.0,189.0,3.0,48.0,-9999.0
USS0019L40S,1990,9,17,,,73.0,139.0,28.0,31.0,-9999.0
USS0019L40S,1990,9,18,,,80.0,154.0,21.0,27.0,-9999.0
