ID,YEAR,MONTH,DAY,PRCP,SNWD,TAVG,TMAX,TMIN,TOBS,WESD
USS0019L17S,1978,9,1,,,,,,,-9999.0
USS0019L17S,1978,9,10,,,,,,,-9999.0
USS0019L17S,1978,9,11,,,,,,,-9999.0
USS0019L17S,1978,9,12,,,,,,,-9999.0
USS0019L17S,1978,9,13,,,,,,,-9999.0
USS0019L17S,1978,9,14,,,,,,,-9999.0
USS0019L17S,1978,9,15,,,,,,,-9999.0
USS0019L17S,1978,9,16,,,,,,,-9999.0
USS0019L17S,1978,9,17,,,,,,,-9999.0
USS0019L17S,1978,9,18,,,,,,,-9999.0
USS0019L17S,1978,9,19,,,,,,,-9999.0
USS0019L17S,1978,9,2,,,,,,,-9999.0
USS0019L17S,1978,9,20,,,,,,,-9999.0
USS0019L17S,1978,9,21,,,,,,,-9999.0
USS0019L17S,1978,9,22,,,,,,,-9999.0
USS0019L17S,1978,9,23,,,,,,,-9999.0
USS0019L17S,1978,9,24,,,,,,,-9999.0
USS0019L17S,1978,9,25,,,,,,,-9999.0
USS0019L17S,1978,9,26,,,,,,,-9999.0
USS0019L17S,1978,9,27,,,,,,,-9999.0
USS0019L17S,1978,9,28,,,,,,,-9999.0
USS0019L17S,1978,9,29,,,,,,,-9999.0
USS0019L17S,1978,9,3,,,,,,,-9999.0
USS0019L17S,1978,9,30,,,,,,,0.0
USS0019L17S,1978,9,31,,,,,,,-9999.0
USS0019L17S,1978,9,4,,,,,,,-9999.0
USS0019L17S,1978,9,5,,,,,,,-9999.0
USS0019L17S,1978,9,6,,,,,,,-9999.0
USS0019L17S,1978,9,7,,,,,,,-9999.0
USS0019L17S,1978,9,8,,,,,,,-9999.0
USS0019L17S,1978,9,9,,,,,,,-9999.0
USS0019L17S,1978,10,1,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,10,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,11,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,12,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,13,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,14,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,15,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,16,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,17,0.0,,,,,-3.0,0.0
USS0019L17S,1978,10,18,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,19,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,2,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,20,0.0,,,,,-44.0,0.0
USS0019L17S,1978,10,21,0.0,,,,,-56.0,0.0
USS0019L17S,1978,10,22,51.0,,,,,-30.0,0.0
USS0019L17S,1978,10,23,0.0,,,,,-16.0,0.0
USS0019L17S,1978,10,24,0.0,,,,,-40.0,0.0
USS0019L17S,1978,10,25,0.0,,,,,15.0,0.0
USS0019L17S,1978,10,26,0.0,,,,,6.0,0.0
USS0019L17S,1978,10,27,0.0,,,,,3.0,0.0
USS0019L17S,1978,10,28,0.0,,,,,-2.0,0.0
USS0019L17S,1978,10,29,0.0,,,,,-105.0,25.0
USS0019L17S,1978,10,3,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,30,102.0,,,,,-97.0,152.0
USS0019L17S,1978,10,31,51.0,,,,,-79.0,178.0
USS0019L17S,1978,10,4,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,5,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,6,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,7,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,8,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,10,9,0.0,,,,,-9999.0,0.0
USS0019L17S,1978,11,1,76.0,,,,,-71.0,229.0
USS0019L17S,1978,11,10,25.0,,,,,-185.0,305.0
USS0019L17S,1978,11,11,25.0,,,,,-160.0,305.0
USS0019L17S,1978,11,12,25.0,,,,,-161.0,305.0
USS0019L17S,1978,11,13,51.0,,,,,-95.0,330.0
USS0019L17S,1978,11,14,0.0,,,,,-146.0,356.0
USS0019L17S,1978,11,15,0.0,,,,,-49.0,356.0
USS0019L17S,1978,11,16,0.0,,,,,-112.0,356.0
USS0019L17S,1978,11,17,0.0,,,,,-86.0,356.0
USS0019L17S,1978,11,18,0.0,,,,,-55.0,330.0
USS0019L17S,1978,11,19,0.0,,,,,-92.0,356.0
USS0019L17S,1978,11,2,25.0,,,,,-85.0,254.0
