ID,YEAR,MONTH,DAY,PRCP,SNWD,TAVG,TMAX,TMIN,TOBS,WESD
USS0020K04S,1978,9,1,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,10,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,11,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,12,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,13,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,14,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,15,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,16,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,17,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,18,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,19,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,2,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,20,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,21,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,22,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,23,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,24,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,25,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,26,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,27,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,28,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,29,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,3,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,30,,,0.0,1994.0,385.0,77.0,0.0
USS0020K04S,1978,9,31,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,4,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,5,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,6,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0020K04S,1978,9,7,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
